PLACE,GLOB_ID,RELATION,RELATED_PLACE,RELATED_GLOB_ID,RELATION_REMARKS,SOURCE,SOURCE_PAGE,,CHECKED?
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
